CIP13;NOM COURT;PRODUIT;Code EphMRA;Classe EphMRA;"Code
ATC";"Classe
ATC";"Code
ATC 2";"Libellé
ATC 2";Base de remboursement 2016-01;"Nombre de boites remboursées 
2016-01";"Montant remboursé 
2016-01";Base de remboursement 2016-02;"Nombre de boites remboursées 
2016-02";"Montant remboursé 
2016-02";Base de remboursement 2016-03;"Nombre de boites remboursées 
2016-03";"Montant remboursé 
2016-03";Base de remboursement 2016-04;"Nombre de boites remboursées 
2016-04";"Montant remboursé 
2016-04"
3400926668327;RABEPRAZOLE EVOLUGEN 20 MG CPR GASTRORESISTANT 28;RABEPRAZOLE EVOLUGEN;A02B2;INHIBITEURS DE LA POMPE A PROTONS;A02BC04;RABEPRAZOLE;A02;MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE;39 493 €;4 603;29 629 €;38 476 €;4 502;28 913 €;40 070 €;4 685;30 020 €;38 422 €;4 494;28 823 €
3400926669966;CEFPODOXIME ARROW LAB 100 MG CPR 10;CEFPODOXIME ARROW LAB;J01D1;CEPHALOSPORINES ORALES;J01DD13;CEFPODOXIME;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;6 €;1;4 €;0 €;0;0 €;25 €;4;16 €;0 €;0;0 €
3400926674359;GLYCEROL/VASELINE/PARAFFINE PIERRE FABRE SANTE 15 %, 8 %, 2 % CREME TUBE 1/250 G;GLYCEROL/VASELINE/PARAFFINE PIERRE FABRE SANTE;D03A9;TOUS AUTRES AGENTS CICATRISANTS DES PLAIES;D02AC;PARAFFINE ET PRODUITS GRAS;D02;EMOLLIENTS ET PROTECTEURS;576 767 €;219 034;180 153 €;710 495 €;272 896;218 691 €;858 671 €;330 392;262 971 €;784 846 €;301 491;248 135 €
3400926674410;DONEPEZIL ARROW GENERIQUES 5 MG CPR DISP 28;DONEPEZIL ARROW GENERIQUES;N07D1;MEDICAMENTS CONTRE LA MALADIE D'ALZHEIMER, INHIBITEURS DE LA CHOLINESTERASE;N06DA02;DONEPEZIL;N06;PSYCHOANALEPTIQUES;937 €;34;773 €;1 210 €;43;946 €;1 155 €;42;921 €;958 €;36;872 €
3400926674939;DONEPEZIL ARROW GENERIQUES 10 MG CPR DISP 28;DONEPEZIL ARROW GENERIQUES;N07D1;MEDICAMENTS CONTRE LA MALADIE D'ALZHEIMER, INHIBITEURS DE LA CHOLINESTERASE;N06DA02;DONEPEZIL;N06;PSYCHOANALEPTIQUES;1 928 €;67;1 670 €;2 063 €;74;1 782 €;2 365 €;83;2 015 €;2 265 €;80;2 035 €
3400926675530;OMNIPAQUE 300 MG D'I/ML SOL INJ FL 1/100 ML;OMNIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB02;IOHEXOL;V08;PRODUITS DE CONTRASTE;14 031 €;361;10 051 €;13 354 €;347;9 714 €;16 498 €;417;11 857 €;13 280 €;345;9 509 €
3400926675769;OMNIPAQUE 300 MG D'I/ML SOL INJ FL 1/100 ML;OMNIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB02;IOHEXOL;V08;PRODUITS DE CONTRASTE;47 279 €;1 211;35 087 €;39 913 €;1 022;29 226 €;46 644 €;1 174;34 108 €;39 171 €;1 007;28 922 €
3400926675820;OMNIPAQUE 300 MG D'I/ML SOL INJ FL 1/150 ML;OMNIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB02;IOHEXOL;V08;PRODUITS DE CONTRASTE;82 253 €;1 446;60 826 €;85 144 €;1 505;62 280 €;80 949 €;1 440;59 433 €;74 283 €;1 307;54 688 €
3400926675998;OMNIPAQUE 300 MG D'I/ML SOL INJ FL 1/150 ML;OMNIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB02;IOHEXOL;V08;PRODUITS DE CONTRASTE;94 124 €;1 643;70 213 €;103 578 €;1 812;76 237 €;63 211 €;1 099;46 784 €;69 071 €;1 208;51 714 €
3400926676599;OMNIPAQUE 350 MG D'I/ML SOL INJ FL 1/100 ML;OMNIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB02;IOHEXOL;V08;PRODUITS DE CONTRASTE;173 618 €;3 789;133 331 €;188 903 €;4 177;144 337 €;71 707 €;1 582;55 083 €;143 581 €;3 175;110 713 €
3400926676650;OMNIPAQUE 350 MG D'I/ML SOL INJ FL 1/100 ML;OMNIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB02;IOHEXOL;V08;PRODUITS DE CONTRASTE;140 119 €;3 108;105 407 €;146 136 €;3 264;109 057 €;128 166 €;2 859;96 425 €;131 575 €;2 951;99 309 €
3400926676711;OMNIPAQUE 350 MG D'I/ML SOL INJ FL 1/150 ML;OMNIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB02;IOHEXOL;V08;PRODUITS DE CONTRASTE;654 907 €;9 872;498 443 €;712 459 €;10 773;533 638 €;751 554 €;11 398;566 137 €;756 503 €;11 450;567 347 €
3400926676889;OMNIPAQUE 350 MG D'I/ML SOL INJ FL 1/150 ML;OMNIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB02;IOHEXOL;V08;PRODUITS DE CONTRASTE;517 903 €;7 813;381 249 €;653 039 €;9 859;477 132 €;669 010 €;10 152;489 012 €;645 452 €;9 835;471 922 €
3400926677312;VISIPAQUE 270 MG D'I/ML SOL INJ FL 1/100 ML;VISIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB09;IODIXANOL;V08;PRODUITS DE CONTRASTE;14 087 €;373;10 811 €;14 095 €;384;10 887 €;12 750 €;350;10 075 €;12 581 €;347;9 971 €
3400926677480;VISIPAQUE 270 MG D'I/ML SOL INJ FL 1/100 ML;VISIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB09;IODIXANOL;V08;PRODUITS DE CONTRASTE;269 €;7;175 €;67 €;2;56 €;135 €;4;111 €;135 €;4;123 €
3400926677541;VISIPAQUE 270 MG D'I/ML SOL INJ FL 1/150 ML;VISIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB09;IODIXANOL;V08;PRODUITS DE CONTRASTE;49 €;1;32 €;49 €;1;32 €;341 €;4;222 €;97 €;1;63 €
3400926677602;VISIPAQUE 270 MG D'I/ML SOL INJ FL 1/150 ML;VISIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB09;IODIXANOL;V08;PRODUITS DE CONTRASTE;21 406 €;416;19 878 €;24 172 €;470;22 361 €;14 668 €;281;13 389 €;16 666 €;324;15 270 €
3400926677770;VISIPAQUE 320 MG D'I/ML SOL INJ FL 1/100 ML;VISIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB09;IODIXANOL;V08;PRODUITS DE CONTRASTE;196 622 €;4 663;147 747 €;216 280 €;5 128;162 008 €;256 488 €;6 133;191 162 €;225 028 €;5 335;167 708 €
3400926677831;VISIPAQUE 320 MG D'I/ML SOL INJ FL 1/100 ML;VISIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB09;IODIXANOL;V08;PRODUITS DE CONTRASTE;136 482 €;3 283;103 063 €;142 173 €;3 438;106 336 €;144 291 €;3 472;108 067 €;160 256 €;3 889;120 812 €
3400926678081;VISIPAQUE 320 MG D'I/ML SOL INJ FL 1/150 ML;VISIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB09;IODIXANOL;V08;PRODUITS DE CONTRASTE;282 562 €;4 611;217 354 €;306 006 €;5 039;232 870 €;359 848 €;5 927;272 301 €;329 242 €;5 430;249 084 €
3400926678142;VISIPAQUE 320 MG D'I/ML SOL INJ FL 1/150 ML;VISIPAQUE;T01A;ANGIO-UROGRAPHIE BASSE OSMOLARITE;V08AB09;IODIXANOL;V08;PRODUITS DE CONTRASTE;143 090 €;2 354;107 463 €;176 383 €;2 913;131 731 €;232 055 €;3 839;171 454 €;198 995 €;3 302;149 475 €
3400926679552;NICORANDIL MYLAN PHARMA 10 MG CPR SEC 30;NICORANDIL MYLAN PHARMA;C01D;THERAPEUTIQUE CORONARIENNE, ANTAGONISTES CALCIQUES ET DERIVES NITRES EXCLUS;C01DX16;NICORANDIL;C01;MEDICAMENTS EN CARDIOLOGIE;22 €;6;22 €;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €
3400926681852;NICORANDIL MYLAN PHARMA 20 MG CPR 30;NICORANDIL MYLAN PHARMA;C01D;THERAPEUTIQUE CORONARIENNE, ANTAGONISTES CALCIQUES ET DERIVES NITRES EXCLUS;C01DX16;NICORANDIL;C01;MEDICAMENTS EN CARDIOLOGIE;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €;7 €;1;7 €
3400926683344;CLARITHROMYCINE ABBOTT 50 MG/ML SUSP BUV 1/60 ML;CLARITHROMYCINE ABBOTT;J01F;MACROLIDES ET APPARENTES;J01FA09;CLARITHROMYCINE;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;1 214 €;186;797 €;1 723 €;259;1 136 €;1 523 €;236;994 €;699 €;108;455 €
3400926686475;VALSARTAN ARROW LAB 40 MG CPR SEC 30;VALSARTAN ARROW LAB;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA03;VALSARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;2 120 €;316;1 748 €;8 198 €;1 227;6 829 €;13 932 €;2 080;11 675 €;15 160 €;2 255;12 725 €
3400926687717;VALSARTAN ARROW LAB 80 MG CPR SEC 30;VALSARTAN ARROW LAB;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA03;VALSARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;29 884 €;4 399;24 749 €;32 707 €;4 811;27 059 €;36 742 €;5 405;30 530 €;37 257 €;5 456;30 706 €
3400926688837;VALSARTAN ARROW LAB 160 MG CPR SEC 30;VALSARTAN ARROW LAB;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA03;VALSARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;525 €;77;462 €;1 302 €;188;1 130 €;11 264 €;1 689;9 667 €;15 709 €;2 335;13 333 €
3400926690038;CANDESARTAN EVOLUGEN 4 MG CPR SEC 30;CANDESARTAN EVOLUGEN;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA06;CANDESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;1 946 €;287;1 618 €;2 555 €;381;2 145 €;3 237 €;484;2 738 €;3 219 €;484;2 734 €
3400926690267;CANDESARTAN EVOLUGEN 4 MG CPR SEC 90;CANDESARTAN EVOLUGEN;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA06;CANDESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;3 308 €;180;2 621 €;3 068 €;161;2 365 €;3 943 €;204;3 133 €;3 122 €;167;2 419 €
3400926690328;CANDESARTAN EVOLUGEN 8 MG CPR SEC 30;CANDESARTAN EVOLUGEN;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA06;CANDESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;8 796 €;1 300;7 388 €;8 383 €;1 256;7 049 €;9 355 €;1 403;7 842 €;8 592 €;1 291;7 157 €
3400926690496;CANDESARTAN EVOLUGEN 8 MG CPR SEC 90;CANDESARTAN EVOLUGEN;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA06;CANDESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;8 462 €;427;6 602 €;9 229 €;467;7 150 €;10 005 €;516;7 854 €;9 632 €;488;7 371 €
3400926690557;CANDESARTAN EVOLUGEN 16 MG CPR SEC 30;CANDESARTAN EVOLUGEN;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA06;CANDESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;6 057 €;905;5 246 €;5 802 €;863;4 993 €;6 277 €;945;5 407 €;5 730 €;865;4 955 €
3400926690618;CANDESARTAN EVOLUGEN 16 MG CPR SEC 90;CANDESARTAN EVOLUGEN;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA06;CANDESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;5 937 €;303;4 812 €;6 371 €;334;5 108 €;7 228 €;366;5 782 €;6 185 €;315;4 912 €
3400926690908;TRAMADOL EVOLUGEN 50 MG GELULE 30;TRAMADOL EVOLUGEN;N02B;NON NARCOTIQUES ET ANTIPYRETIQUES;N02AX02;TRAMADOL;N02;ANALGESIQUES;27 806 €;6 947;20 987 €;28 026 €;7 111;21 182 €;30 446 €;7 714;22 924 €;28 397 €;7 356;21 403 €
3400926691158;CANDESARTAN EVOLUGEN 32 MG CPR SEC 30;CANDESARTAN EVOLUGEN;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA06;CANDESARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;1 089 €;164;946 €;1 196 €;176;1 054 €;1 202 €;182;1 046 €;1 107 €;166;957 €
3400926692100;MELAXOSE 42,91 G/100 G GELEE ORALE 1/150 G;MELAXOSE;A06A1;LAXATIFS LUBRIFIANTS DES SELLES;A06AA51;HUILE DE PARAFFINE EN ASSOCIATION;A06;LAXATIFS;751 051 €;175 308;302 075 €;774 108 €;182 475;310 397 €;832 600 €;196 962;333 791 €;772 715 €;182 213;312 477 €
3400926692919;LEVETIRACETAM MYLAN 250 MG CPR 60;LEVETIRACETAM MYLAN;N03A;ANTIEPILEPTIQUES;N03AX14;LEVETIRACETAM;N03;ANTIEPILEPTIQUES;54 €;3;43 €;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €
3400926699543;ACIDE ZOLEDRONIQUE KABI 4 MG/5 ML SOL PERF FL 1/5 ML;ACIDE ZOLEDRONIQUE KABI;M05B4;DIPHOSPHONATES POUR LES TROUBLES DU CALCIUM TUMEUR DEPENDANTS;M05BA08;ZOLEDRONIQUE ACIDE;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;0 €;0;0 €;0 €;0;0 €;121 €;1;79 €;0 €;0;0 €
3400926704209;STALEVO 175 MG/43,75 MG/200 MG CPR 100;STALEVO;N04A;ANTIPARKINSONIENS;N04BA03;LEVODOPA, INHIBITEUR DE LA DECARBOXYLASE ET INHIBITEUR DE LA COMT;N04;ANTIPARKINSONIENS;146 376 €;1 344;143 431 €;148 576 €;1 363;144 854 €;147 539 €;1 545;144 698 €;126 080 €;1 422;123 380 €
3400926704728;TOVIAZ 4 MG CPR 30;TOVIAZ;G04D4;MEDICAMENTS DE L'INCONTINENCE URINAIRE;G04BD11;FESOTERODINE;G04;MEDICAMENTS UROLOGIQUES;534 282 €;17 885;229 342 €;576 666 €;19 304;246 318 €;640 327 €;21 499;270 846 €;655 768 €;21 979;277 921 €
3400926704896;TOVIAZ 8 MG CPR 30;TOVIAZ;G04D4;MEDICAMENTS DE L'INCONTINENCE URINAIRE;G04BD11;FESOTERODINE;G04;MEDICAMENTS UROLOGIQUES;236 930 €;7 961;111 804 €;247 734 €;8 327;113 847 €;293 657 €;9 897;135 010 €;298 751 €;10 091;140 187 €
3400926704957;PREZISTA 100 MG/ML SUSP BUV 1/200 ML;PREZISTA;J05C2;INHIBITEURS DE PROTEASE;J05AE10;DARUNAVIR;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;20 699 €;48;20 699 €;28 458 €;66;28 458 €;30 517 €;67;30 517 €;27 979 €;64;27 979 €
3400926709280;RIBAVIRINE MYLAN 200 MG GELULE 84;RIBAVIRINE MYLAN;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;J05AB04;RIBAVIRINE;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;3 660 €;22;3 047 €;2 329 €;14;2 126 €;3 284 €;18;3 025 €;1 909 €;12;1 742 €
3400926709341;RIBAVIRINE MYLAN 200 MG GELULE 112;RIBAVIRINE MYLAN;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;J05AB04;RIBAVIRINE;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;631 €;3;557 €;1 317 €;5;1 107 €;841 €;4;767 €;1 329 €;6;1 329 €
3400926709402;RIBAVIRINE MYLAN 200 MG GELULE 140;RIBAVIRINE MYLAN;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;J05AB04;RIBAVIRINE;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;6 004 €;23;5 547 €;4 959 €;19;4 332 €;5 481 €;19;4 685 €;4 698 €;16;3 993 €
3400926709570;RIBAVIRINE MYLAN 200 MG GELULE 168;RIBAVIRINE MYLAN;J05B1;MEDICAMENTS CONTRE L'HEPATITE VIRALE;J05AB04;RIBAVIRINE;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;9 537 €;28;8 789 €;17 529 €;52;10 126 €;41 847 €;129;16 348 €;30 851 €;95;16 465 €
3400926710002;LEVETIRACETAM MYLAN GENERIQUES 250 MG CPR 60;LEVETIRACETAM MYLAN GENERIQUES;N03A;ANTIEPILEPTIQUES;N03AX14;LEVETIRACETAM;N03;ANTIEPILEPTIQUES;0 €;0;0 €;18 €;1;12 €;0 €;0;0 €;0 €;0;0 €
3400926710750;LEVETIRACETAM MYLAN GENERIQUES 500 MG CPR 60;LEVETIRACETAM MYLAN GENERIQUES;N03A;ANTIEPILEPTIQUES;N03AX14;LEVETIRACETAM;N03;ANTIEPILEPTIQUES;69 €;1;69 €;69 €;1;69 €;0 €;0;0 €;0 €;0;0 €
3400926711931;LEVETIRACETAM MYLAN GENERIQUES 1000 MG CPR 60;LEVETIRACETAM MYLAN GENERIQUES;N03A;ANTIEPILEPTIQUES;N03AX14;LEVETIRACETAM;N03;ANTIEPILEPTIQUES;0 €;0;0 €;65 €;1;65 €;0 €;0;0 €;0 €;0;0 €
3400926717506;OXYBUTYNINE ACCORD 5 MG CPR SEC 60;OXYBUTYNINE ACCORD;G04D4;MEDICAMENTS DE L'INCONTINENCE URINAIRE;G04BD04;OXYBUTYNINE;G04;MEDICAMENTS UROLOGIQUES;206 €;69;87 €;255 €;82;134 €;280 €;94;118 €;252 €;85;121 €
3400926718107;VALSARTAN AHCL 40 MG CPR SEC 30;VALSARTAN AHCL;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA03;VALSARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;0 €;0;0 €;0 €;0;0 €;6 €;1;4 €;0 €;0;0 €
3400926718336;VALSARTAN AHCL 80 MG CPR SEC 30;VALSARTAN AHCL;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA03;VALSARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;0 €;0;0 €;13 €;2;13 €;0 €;0;0 €;0 €;0;0 €
3400926718626;VALSARTAN AHCL 160 MG CPR SEC 30;VALSARTAN AHCL;C09C;ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES;C09CA03;VALSARTAN;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;26 €;4;21 €;32 €;5;23 €;25 €;4;19 €;13 €;2;10 €
3400926718855;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL 80 MG/12,5 MG CPR 30;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA03;VALSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;6 €;1;6 €;0 €;0;0 €;0 €;0;0 €;6 €;1;6 €
3400926718916;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL 80 MG/12,5 MG CPR 90;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA03;VALSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;0 €;0;0 €;0 €;0;0 €;19 €;1;12 €;19 €;1;12 €
3400926719166;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL 160 MG/25 MG CPR 30;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA03;VALSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;0 €;0;0 €;6 €;1;4 €;0 €;0;0 €;0 €;0;0 €
3400926719227;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL 160 MG/25 MG CPR 90;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA03;VALSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;37 €;2;31 €;0 €;0;0 €;0 €;0;0 €;0 €;0;0 €
3400926719456;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL 160 MG/12,5 MG CPR 90;VALSARTAN/HYDROCHLOROTHIAZIDE AHCL;C09D1;ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES;C09DA03;VALSARTAN ET DIURETIQUES;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;0 €;0;0 €;0 €;0;0 €;19 €;1;12 €;19 €;1;12 €
3400926719746;BUPRENORPHINE ARROW GENERIQUES 0,4 MG CPR 7;BUPRENORPHINE ARROW GENERIQUES;N02A;NARCOTIQUES;N07BC01;BUPRENORPHINE;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;0 €;0;0 €;13 €;8;8 €;0 €;0;0 €;0 €;0;0 €
3400926721466;TRAMADOL/PARACETAMOL KRKA 37,5 MG/325 MG CPR 20;TRAMADOL/PARACETAMOL KRKA;N02B;NON NARCOTIQUES ET ANTIPYRETIQUES;N02AX52;TRAMADOL EN ASSOCIATION;N02;ANALGESIQUES;44 907 €;19 049;32 982 €;49 417 €;21 331;36 620 €;58 066 €;25 493;43 032 €;53 066 €;25 320;39 323 €
3400926721756;NICORANDIL ARROW 20 MG CPR 30;NICORANDIL ARROW;C01D;THERAPEUTIQUE CORONARIENNE, ANTAGONISTES CALCIQUES ET DERIVES NITRES EXCLUS;C01DX16;NICORANDIL;C01;MEDICAMENTS EN CARDIOLOGIE;0 €;0;0 €;14 €;2;14 €;14 €;2;14 €;0 €;0;0 €
3400926722067;NICORANDIL ARROW 10 MG CPR SEC 30;NICORANDIL ARROW;C01D;THERAPEUTIQUE CORONARIENNE, ANTAGONISTES CALCIQUES ET DERIVES NITRES EXCLUS;C01DX16;NICORANDIL;C01;MEDICAMENTS EN CARDIOLOGIE;0 €;0;0 €;0 €;0;0 €;11 €;3;11 €;11 €;3;11 €
3400926722357;STABLON 12,5 MG CPR 28;STABLON;N06A9;AUTRES ANTIDEPRESSEURS;N06AX14;TIANEPTINE;N06;PSYCHOANALEPTIQUES;352 606 €;40 045;281 107 €;324 466 €;37 788;257 719 €;288 734 €;39 161;229 851 €;256 850 €;34 942;204 175 €
3400926722418;STABLON 12,5 MG CPR 28;STABLON;N06A9;AUTRES ANTIDEPRESSEURS;N06AX14;TIANEPTINE;N06;PSYCHOANALEPTIQUES;3 979 €;360;3 119 €;4 458 €;405;3 635 €;5 148 €;478;4 069 €;4 479 €;459;3 603 €
3400926736484;DESOGESTREL BIOGARAN 75 MCG CPR 28;DESOGESTREL BIOGARAN;G03A5;PROGESTATIFS SEULS, VOIE ORALE;G03AC09;DESOGESTREL;G03;HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE;1 237 €;1 042;878 €;1 233 €;1 038;884 €;1 340 €;1 134;950 €;1 200 €;1 023;863 €
3400926736545;DESOGESTREL BIOGARAN 75 MCG CPR 84;DESOGESTREL BIOGARAN;G03A5;PROGESTATIFS SEULS, VOIE ORALE;G03AC09;DESOGESTREL;G03;HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE;80 144 €;26 758;55 073 €;81 466 €;27 683;55 888 €;87 634 €;29 806;60 063 €;82 124 €;27 977;56 420 €
3400926738266;MONOPROST 50 MCG/ML COLLYRE UNIDOSE 30/0,2 ML;MONOPROST;S01E2;MYOTIQUES ET ANTIGLAUCOMATEUX A USAGE TOPIQUE;S01EE01;LATANOPROST;S01;MEDICAMENTS OPHTALMOLOGIQUES;2 658 640 €;224 291;1 821 315 €;2 785 551 €;235 890;1 905 068 €;3 064 840 €;260 138;2 096 616 €;2 942 422 €;249 603;2 013 053 €
3400926744298;ATOVAQUONE/PROGUANIL MYLAN 250 MG/100 MG CPR 12;ATOVAQUONE/PROGUANIL MYLAN;P01D2;ANTIPALUDEENS, PLUSIEURS SUBSTANCES ACTIVES;P01BB51;PROGUANIL EN ASSOCIATION;P01;ANTIPROTOZOAIRES;1 051 €;44;661 €;1 976 €;85;1 285 €;1 181 €;47;777 €;1 226 €;41;797 €
3400926745820;ENALAPRIL RANBAXY 5 MG CPR SEC 28;ENALAPRIL RANBAXY;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA02;ENALAPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;415 €;155;352 €;429 €;160;361 €;409 €;159;341 €;404 €;152;342 €
3400926746599;ENALAPRIL RANBAXY 20 MG CPR SEC 28;ENALAPRIL RANBAXY;C09A;INHIBITEURS DE L'ENZYME DE CONVERSION NON ASSOCIES;C09AA02;ENALAPRIL;C09;MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE;2 279 €;363;1 878 €;2 442 €;385;1 979 €;2 582 €;416;2 110 €;2 617 €;418;2 142 €
3400926747022;DESLORATADINE PHR LAB 5 MG CPR 15;DESLORATADINE PHR LAB;R06A;ANTIHISTAMINIQUES SYSTEMIQUES;R06AX27;DESLORATADINE;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;2 €;1;1 €;3 €;1;1 €;0 €;0;0 €;0 €;0;0 €
3400926747190;DESLORATADINE PHR LAB 5 MG CPR 30;DESLORATADINE PHR LAB;R06A;ANTIHISTAMINIQUES SYSTEMIQUES;R06AX27;DESLORATADINE;R06;ANTIHISTAMINIQUES A USAGE SYSTEMIQUE;0 €;0;0 €;4 €;1;1 €;4 €;1;1 €;4 €;1;4 €
